epochNum: 0
initialAveFitnessOfTopFourthIES: -1.0
19.0398 0.82429 15.33359 20.39767 2.11552 83.75743 6.13393 9.88058 -28.70913 14.26543 3.50318 8.12779 19.26583 9.09754 30.53644 13.37265 7.85206 -23.93418 24.96307 3.74454 90.68234 13.04566 2.01748 86.74817 2.61223 7.51377 -35.75731 11.45919 3.90579 65.55706 19.75082 2.91544 -50.81063 22.55774 4.07523 17.94466 19.74161 4.95789 -64.36254 6.98249 0.77279 73.66433 6.56756 6.90469 -62.66962 21.67186 4.18873 -67.79836 15.43397 0.00831 -3.95799 15.89851 1.02371 -37.96287 0.829 1.43582 -37.76576 2.02577 6.19138 98.5546 1.36418 0.94385 66.38228 1.25294 5.871 -52.85903, 3196.0
18.13216 4.32981 48.56378 2.69823 0.60416 33.22911 18.4779 1.49984 35.83829 3.83261 1.29618 48.01526 1.51488 5.19093 42.64101 7.5314 4.59437 -6.9741 5.55462 3.08825 -64.29749 14.29465 5.80219 99.75477 13.21724 9.78733 20.0793 18.61899 4.06379 -13.59763 14.8976 5.27139 -68.11304 12.40442 8.15524 -86.38193 17.53168 4.82188 94.50393 9.09766 4.67262 -86.4316 13.98912 7.60862 93.0661 2.31332 7.70598 -39.47376 12.73561 7.52678 52.06187 0.70905 3.51311 30.14401 20.77118 8.88316 67.27688 5.70536 2.74039 -31.45986 0.20476 5.69651 18.09676 7.25343 3.68645 -81.29233, 487.0
13.62319 8.19637 73.34203 23.1476 8.74725 72.39373 15.1112 8.75937 -86.44072 15.58144 9.8321 -47.74367 12.60131 1.31067 97.35277 13.67218 5.3724 31.52451 6.70474 2.47524 -7.60035 14.85517 9.2163 -44.40338 13.11916 5.20447 17.74182 17.74884 7.98738 64.52806 12.21292 9.56516 -97.77376 16.12049 7.45747 -59.69113 0.58833 0.2995 -26.52061 12.20168 7.64561 -92.13732 11.37836 2.07641 -35.54868 9.20524 8.0241 35.27679 2.45243 0.33281 -36.52386 23.43428 9.73727 -78.75347 12.13896 7.27582 52.47234 6.15491 6.55775 73.90843 4.91636 5.35582 -12.69506 18.5641 4.01262 -22.13837, 7648.0
2.48041 2.92704 3.61573 5.175 3.20734 -27.87194 0.12404 4.0987 80.4929 9.08305 6.91232 -92.22096 12.66318 5.40379 91.95727 14.95981 3.19052 -65.29811 16.24799 7.33638 -90.66237 14.88324 3.32025 -25.21473 5.17427 3.09981 -28.49148 2.99365 2.02188 -49.33052 13.27961 2.34743 -71.15807 16.44305 4.47858 62.53086 21.66176 2.56761 -91.03541 18.0048 0.89754 -58.80617 22.36025 9.93635 -48.32394 0.66744 6.72039 78.86694 16.33495 2.6128 59.85554 18.21068 8.4292 32.03319 15.15223 9.40514 -27.23621 17.55636 3.52304 -14.26366 4.15345 3.58574 -59.63331 7.37477 8.59797 54.50619, 449
11.62326 9.81694 -2.92492 18.46809 5.73718 -20.51942 6.92555 6.63308 83.59094 20.19548 3.38193 35.59216 17.4108 9.00865 -82.06297 3.3436 3.86696 -63.20538 24.30456 0.1204 -16.93477 19.71438 3.67302 11.09278 12.91082 6.65245 48.92398 14.43663 6.65319 61.86224 12.40442 3.64344 19.21339 11.06731 9.53097 7.09201 14.32009 5.70376 19.28497 21.93522 1.09212 -0.6366 12.384 8.8303 93.18233 18.80093 6.13737 -97.13947 2.72186 2.72757 -57.25127 21.64576 5.58605 64.04664 5.32878 7.83209 18.11606 3.33643 5.07883 -61.66673 0.52951 7.05724 97.9826 16.93044 2.1907 40.71208, -1.0
0.51162 5.99732 84.23532 19.41641 0.95503 74.82619 12.50424 3.76564 54.302 15.45699 1.86073 -20.72482 12.18548 6.81368 -22.37451 9.26963 7.17422 -22.29041 12.07064 2.82495 91.82591 17.51008 0.05065 -16.86556 24.17792 3.53379 -14.08088 7.76154 4.29175 19.4185 22.76065 1.7698 -10.86856 13.26051 1.83108 60.02883 24.77464 5.61912 14.43316 8.19351 8.34082 -5.54486 9.12732 1.89703 27.95841 22.85217 1.93475 -71.51086 0.00853 8.52372 50.20173 2.85778 4.38559 -29.34556 4.4335 5.06299 80.51678 4.56711 0.46692 -95.2436 14.83489 4.43785 69.96862 9.99989 0.53104 62.19927, -1.0
3.94028 1.00184 94.31249 22.24682 4.09116 -5.62762 14.56721 9.16947 -66.56123 19.52079 0.52053 -83.22004 9.84362 5.22236 34.01403 12.54569 5.07727 92.45207 24.39917 8.0441 27.92596 3.60424 2.4895 -29.27499 6.19287 7.7839 -28.37635 6.4231 7.54399 72.41686 13.34839 0.5423 28.26592 15.57374 1.40532 83.7722 8.3423 4.03093 -75.70771 2.58464 2.80976 54.18405 17.48284 3.80924 73.25762 10.772 9.66159 28.70168 24.4287 3.09994 23.15274 4.96004 3.56542 16.55099 20.36372 2.19704 10.56531 4.78878 9.89979 28.47369 17.12268 2.74405 7.94438 21.80603 8.34924 93.67949, -1.0
22.24815 2.2826 -36.94061 10.73026 2.0753 -46.30645 1.78166 9.76614 21.58438 9.92377 8.92543 -35.13754 2.56703 0.05026 11.27264 12.28012 7.6595 -59.35511 11.81733 5.44519 76.84734 1.69456 0.31733 -75.95186 7.94117 6.56592 -71.08974 15.58421 4.98081 -39.20684 9.7172 4.25074 75.81201 24.38133 0.71744 -35.69429 17.18348 2.7359 16.19729 0.08736 0.87682 -13.22683 23.14665 5.90018 -38.36922 9.76576 1.85853 57.73776 19.84808 5.01432 -37.29405 12.74653 4.33489 -53.87139 20.03087 4.33591 -22.90276 11.20801 6.60191 -77.20247 10.95925 4.25252 -80.38099 16.33426 9.9663 -75.46568, -1.0
18.48049 4.19857 65.97072 3.53558 0.41403 56.3017 14.32445 3.52004 -74.01021 7.62711 9.46581 -14.59952 3.40166 6.00066 43.65482 14.15303 8.3303 29.85099 15.53362 5.8661 -26.03576 5.46561 4.784 -6.71434 14.0769 7.78112 69.23182 10.40626 4.26842 29.83639 5.88633 2.41122 48.87486 17.89945 2.86431 -75.29103 0.67657 6.68679 96.55725 5.0616 1.43454 -1.71592 6.95295 7.6041 23.13951 6.51715 0.67166 74.77978 13.75278 2.5417 -79.08498 21.79353 6.15699 20.37272 5.83824 3.28912 -71.14083 8.66918 5.99158 28.58816 1.13863 3.83653 35.35608 2.78108 4.69945 84.83498, -1.0
13.62131 9.59029 -3.59988 18.46155 4.41551 -95.0284 5.85167 6.04965 -25.07522 12.21996 6.37626 -23.12435 8.90085 4.8824 86.91244 12.74259 8.18963 30.74469 0.60287 2.89264 37.46399 12.81889 5.80363 -72.06017 2.7167 7.75895 87.22546 24.89456 9.71122 58.13977 23.43133 2.11526 13.92848 21.30177 5.81746 -63.30702 5.78105 7.32012 -56.9745 16.58416 6.27954 -87.29303 19.72147 9.0383 16.37308 15.96449 3.38753 46.28895 18.74754 5.86099 4.7515 11.17091 9.02489 44.27318 16.46981 2.1418 -46.24755 21.02389 9.8145 18.98708 4.33753 5.67467 35.70031 7.20307 6.60953 43.1966, -1.0
10.40561 3.44588 -51.04592 2.06946 9.21753 -75.66974 5.45586 4.95647 32.06379 12.95207 5.90426 67.87289 20.12335 3.76949 44.16444 22.31085 2.93835 -47.71895 22.93125 6.59406 8.15588 7.77707 8.05902 -89.28821 6.30805 8.12007 -25.18465 17.12086 5.47491 46.17761 22.15068 2.29798 -95.33653 11.10703 3.86293 53.22136 3.5569 3.88418 -77.2591 22.31335 1.60114 -75.19558 8.53576 7.0585 52.44767 6.13966 3.40895 -71.51476 22.49838 7.96778 -17.27382 13.17827 9.11659 -62.05101 23.30176 8.01925 86.51676 18.22087 3.62294 -96.09175 17.07846 3.89155 29.01406 18.36468 2.94289 -72.89211, -1.0
2.38607 1.83751 40.08178 0.29395 7.9131 -30.06337 21.89405 4.05558 -48.18055 23.75195 5.24214 68.37317 13.60974 0.14326 -27.66589 2.35 2.90028 33.38893 1.68594 3.91028 -35.24835 1.49913 6.95727 57.78376 24.67774 5.06769 -29.49534 21.13147 8.44745 -56.17291 17.01392 1.54979 72.28005 21.01038 5.47368 -23.16027 24.47864 3.08936 -83.06203 12.0417 9.56679 60.41351 5.83267 5.99822 43.31399 8.81305 5.65741 77.58527 15.93606 8.36782 -78.98998 2.61858 0.11094 -59.85797 1.58977 9.86243 -59.56893 17.18088 4.89744 95.98133 22.50423 7.00447 -36.62341 13.44822 8.83669 46.39992, -1.0
6.56731 0.88488 10.62667 16.91108 2.39811 92.68462 7.86501 0.10515 -91.0557 18.14152 7.94312 23.04645 13.02474 6.34374 -94.63387 12.85193 6.29599 -42.81343 7.70974 0.61511 -40.65381 3.88121 9.62991 -67.41775 1.72575 9.74585 -8.71729 21.12228 7.84183 -52.40897 3.46202 7.61298 70.61814 12.69274 4.8925 -99.47788 1.17235 4.34569 23.05996 9.7596 1.12629 72.0325 21.87531 4.59567 13.88983 6.45293 4.65216 73.33069 16.973 0.29605 75.46278 7.22212 9.83551 91.49019 0.73835 1.36621 14.07266 22.27101 9.94901 -52.61341 8.75811 4.13731 -76.08866 14.02493 0.03044 -70.60131, -1.0
11.62473 3.55378 7.07354 21.02155 9.92487 43.93617 9.07846 0.64776 -29.38936 16.70097 3.66672 56.5162 20.02089 0.37779 -12.9294 2.55165 7.36779 -47.96863 4.31785 0.85705 -23.92572 24.0505 0.94735 -49.99101 14.91082 6.11645 -82.09725 11.57536 8.04945 -83.09049 3.89973 6.04035 73.65311 10.58664 6.59657 3.3297 6.55559 9.38993 27.0937 19.36287 7.54654 33.13272 0.83618 2.68687 -29.78927 1.55457 7.70602 27.78987 21.39565 6.47599 -97.1685 1.63167 5.25635 -93.3484 12.43877 8.25781 -79.28591 18.16922 5.18548 -72.72836 23.50067 0.99374 79.33392 3.67505 1.79854 -3.77152, -1.0
6.81795 6.06177 67.30479 9.05346 5.34056 64.13995 20.94959 0.9918 17.38318 13.73411 1.51762 75.52015 15.83115 4.26068 88.69046 20.58148 0.11996 -82.99278 24.76177 1.60398 98.12131 1.95178 9.95364 -70.87298 2.11048 1.00556 70.71231 8.68889 6.73682 21.35585 9.64299 8.52369 11.47878 9.88802 2.62346 -66.80996 4.06217 3.65183 89.35362 12.04581 6.22845 85.25989 6.39615 1.07811 -47.00353 10.16848 3.2366 6.77238 11.86338 4.96319 43.7447 7.5714 3.41064 -29.49776 12.49952 6.20416 -89.48383 4.93088 5.45797 -36.07321 3.75903 0.23376 49.90209 8.81596 1.88898 -72.76481, -1.0
0.21098 3.17394 -52.34038 5.92242 0.27397 -36.14365 2.06965 8.79486 -45.19841 8.60001 1.21593 32.95781 17.02719 4.74514 -44.54329 20.68931 4.50579 2.21199 7.25594 9.95331 -47.39937 13.00747 2.13943 -60.17683 17.35647 0.69386 35.06231 20.37801 9.3142 -79.97738 3.75222 9.8526 57.37214 13.24549 7.71722 -85.37676 9.41045 8.48971 -36.98344 4.60938 2.33128 78.82824 6.18023 7.07689 -48.63304 13.91163 0.05076 -5.70371 11.18171 1.3423 23.75561 16.4009 8.27277 -89.54401 8.41579 1.98001 -86.72486 14.90591 7.95017 -98.79841 6.09472 4.86015 -18.39805 24.57239 4.98295 -77.5023, -1.0
