epochNum: 0
initialAveFitnessOfTopFourthIES: -1
9.6205 0.8769 50.178 14.9025 2.6085 26.848 7.152 7.462 -0.62 2.06125 4.0697 24.356 6.6635 0.0542 89.076 10.96775 0.8327 -98.089 1.7685 5.7434 19.237 3.4255 1.7155 57.162 16.57425 1.463 -75.163 22.627 7.5966 87.841 12.61625 7.4006 47.8 21.32375 7.3478 -80.314 15.921 8.2965 31.809 10.074 2.7589 64.981 16.60275 3.3119 -87.187 14.507 3.901 84.95 4.53425 7.6461 45.27 8.91875 1.1038 54.544 2.0545 1.4322 -22.779 5.466 9.6462 -46.205 14.754 7.3766 97.843 15.14775 8.9015 83.431 15.32025 2.7042 -23.125, -1
24.44825 2.2169 51.576 15.616 0.4326 -1.901 7.30275 9.0046 -92.653 14.00325 0.238 -85.645 13.13275 1.1612 87.885 18.47475 9.1908 68.752 18.56375 5.0693 49.66 13.13225 4.3599 -74.699 9.87825 2.2262 -85.429 15.32575 1.3297 -21.386 8.21475 9.6878 -96.381 3.421 6.0162 -81.58 0.37375 0.1986 -41.968 21.29375 1.0982 -14.798 3.616 7.1267 -91.939 2.56275 8.0769 -39.246 6.91025 7.5112 -59.285 5.631 8.0035 -9.853 3.27875 7.7728 10.068 16.20725 7.8659 1.721 17.00475 8.2923 17.875 1.303 5.6539 -27.044 22.79725 0.9943 -69.768, -1
24.6855 0.6798 -84.575 6.95575 2.0917 -0.417 5.16625 8.7928 -19.602 21.23875 3.6138 -35.512 22.587 9.9334 -30.801 19.01525 1.4132 -89.128 14.92575 5.7952 -48.046 2.1845 8.7999 -60.15 20.74325 2.3351 -64.581 9.434 2.4726 9.58 14.2835 7.8823 8.163 23.16175 3.4908 -16.221 1.75225 4.2831 -75.029 14.344 3.8179 -31.585 0.5685 2.4828 -96.106 23.1225 1.2624 10.771 20.67875 2.9226 94.075 11.542 9.6017 9.639 21.34275 5.531 -1.851 17.72 7.6788 46.198 18.07725 3.9658 53.89 10.60975 5.3807 9.568 21.97975 0.8786 -39.876, -1
12.6085 3.024 40.69 0.83475 3.7334 -11.697 19.88625 5.3374 29.413 20.4155 1.0141 -56.777 19.34975 7.3267 79.704 21.65225 7.0519 -1.846 16.82125 2.1527 75.872 18.57225 2.0107 -14.973 16.2945 6.1269 6.713 22.415 8.0554 -84.313 13.3055 4.443 -76.787 14.195 7.4516 -47.979 0.172 7.9641 98.731 13.086 6.4787 42.764 21.7375 6.4145 -77.997 14.1265 0.2027 24.506 14.0245 6.9642 55.591 3.47675 7.5741 7.459 5.27625 9.3038 37.6 21.2595 2.85 95.688 12.46025 6.3091 90.775 17.394 3.7566 50.393 23.35625 3.53 -47.282, -1
2.30625 8.5131 -18.421 24.22125 8.3989 65.397 11.2525 1.479 71.39 22.2135 5.5565 -31.11 0.3345 3.3932 -22.659 9.75225 2.897 -24.639 18.8125 8.2325 43.623 3.50475 4.3132 48.895 16.35675 6.0458 43.853 9.3005 3.4685 12.811 17.1635 1.1273 -80.101 4.71025 5.6272 -33.202 22.2235 5.3756 -69.162 24.665 9.4866 -27.281 11.116 8.0918 93.28 0.13175 0.8068 57.298 8.61925 9.0253 -9.59 7.66925 1.8779 -84.631 1.85025 6.9448 38.361 12.57425 4.9436 -45.552 7.47325 2.7302 27.823 17.70175 2.4085 -56.327 17.5755 1.0665 -4.309, -1
22.671 4.8741 -97.085 3.255 0.6723 -26.6 0.608 2.3706 -28.092 17.4985 4.1931 83.675 4.79625 3.8766 46.804 24.05525 2.8099 -29.735 21.43825 9.3845 -28.093 21.11175 1.9195 82.302 23.98975 8.4218 53.573 6.431 8.5088 18.131 0.0295 9.0518 -62.376 15.8925 6.4237 -59.921 11.8275 2.4132 -78.796 3.6395 0.5607 69.296 1.46625 0.2268 56.011 20.39775 7.7127 2.842 6.5145 7.4524 34.234 18.71425 2.6708 30.092 11.9485 2.7581 93.671 23.716 7.7472 -25.482 8.34175 1.2036 84.894 2.238 7.6142 31.717 2.0145 6.1949 41.72, -1
17.47825 0.0137 -10.634 16.492 8.9373 51.247 4.99625 1.2403 -67.3 17.326 1.3741 -28.185 8.351 9.7035 0.954 4.754 1.2637 35.484 8.97925 0.0999 22.301 24.815 1.3029 91.753 11.05 5.6235 66.392 12.47625 3.6261 -43.363 1.3785 3.8954 89.001 21.184 0.9872 -45.526 16.79275 0.3895 47.554 22.948 7.4266 -18.927 14.4905 3.1783 -31.27 22.09975 3.1306 27.068 12.67575 5.5636 -3.456 11.12775 4.0234 91.825 18.2385 8.6878 -29.077 0.21975 9.6648 -64.24 23.27375 5.5591 19.586 7.6665 9.126 -25.81 6.96 7.1001 -43.181, -1
13.274 1.3907 -77.993 13.60325 5.8653 58.198 8.628 4.2986 28.646 7.34025 2.4153 -89.775 19.181 2.1695 21.887 20.549 1.2557 -50.57 21.097 9.4089 -14.258 1.76725 5.9572 66.504 1.0725 1.2862 23.235 22.534 3.747 36.526 3.0965 7.9311 12.575 9.652 6.5845 -46.036 5.4545 9.3235 -77.743 14.5925 2.7197 -54.586 17.94125 2.062 -73.608 0.46425 3.2423 74.936 23.702 4.7739 -59.204 6.069 9.8845 -31.07 2.03425 3.759 -95.697 16.255 1.518 -97.667 18.07875 6.3537 -66.87 11.593 2.8776 37.662 12.91425 3.9861 -16.662, -1
2.6075 4.1896 80.208 3.4915 0.9113 76.709 14.695 9.2232 39.822 13.5825 2.2202 -65.63 12.794 2.3113 50.605 12.72175 2.9177 14.37 23.431 8.8168 71.762 11.1925 0.8854 -18.871 5.1985 8.3056 37.433 10.414 5.5351 45.274 10.89675 8.7299 27.768 9.2205 7.7311 96.341 19.03325 5.0482 73.596 15.14 2.1725 54.122 23.11525 9.0839 77.204 15.781 9.0547 92.392 24.50375 7.5151 -32.979 1.04675 9.9867 -58.148 3.4765 6.8035 -52.947 2.12325 5.3748 68.259 8.0545 2.0172 46.534 10.6505 4.9081 -88.235 20.8745 8.3654 76.51, -1
18.3845 1.9608 75.91 2.815 7.8749 -98.726 13.2225 4.7797 35.814 3.36625 4.573 26.342 18.19875 3.9122 -3.373 23.36875 7.6241 58.876 21.92125 5.8698 18.891 5.6925 4.2249 32.729 4.45925 6.3296 97.713 15.8425 4.3045 -8.493 4.40725 9.8502 -15.609 11.25 8.1021 -25.922 23.5175 2.2184 69.667 20.81 7.7297 -91.385 2.9515 8.0808 9.556 16.35725 6.9704 82.471 12.50025 8.4981 -5.19 7.6925 6.6574 52.444 12.39275 1.4199 -31.581 22.993 9.5949 -33.379 5.18475 3.0392 93.724 12.59225 1.0806 32.035 15.7195 3.459 -37.598, -1
